mergeid,sample,int_date,phase,fcall,attempts,refusal,stimes,ilang,p1version,cregion,state,density,usr,scregion,sstate,susr,igender,irace,llitext1,llitext2,qs1,cpitext1,cpitext2,qa1,qa1a,qb2,qb3,qb4,qa12,qa14a,qa14b,qa14c,qa14d,qa14e,qa15a,qa15b,qb18a,qb18b,q25a,q25b,q25c,q25d,q25f,q25g,q25i,q25k,q25n,q25p,qa26,qa27,qb27,qb28,qb29,qa30,qb30,qb31,oftvote,qb32,qb33,qb33a,cheat,qa36a,qa36b,qa36c,qa36d,qa37a,qa37b,qa37c,qa37d,q40,qb42a,qb42b,qb42c,qb42d,qb46,q50r,q50u,q50y,q50aa,q50cc,q50ee,q50hh,qbx,qe2,qe1,qe3,employ1,employ7,qe11,q51jj,q51ll,q51mm,q51nn,q51pp,q51qq,q51rr,qb52,qb52x,qb53a,qb53b,qb53c,qb54,qb54a,qb55a,qb55b,qa62,qa77,qa77a,qa77b,qa78,qb80,qa126,qa126a,qa126b,qa127,qa128,qa129,qa143,ideoconsist,typogroups,sex,age,educ2,hisp,racecmb,racethn,racethn2,birth_hisp,usborn,marital,citizen,relig,chr,born,attend,income,inchi,reg,party,partyln,partystr,partysum,qb166,qb167,qa168,qa169,ideo,partyideo,hh1,hh3,adults,child,ql1,ql1a,qc1,ll,cp,money2,ckinfo,iphoneuse,hphoneuse,weight
2204905,2,62817,2,170628,1,0,1,1, ,3,51,5,U,3,51,,2,2, , ,2,2,2, , ,2,1,1, , , , , , , , ,2,1, ,5,2, , ,1, ,2,1,2, , ,1,2,1, ,2,1,1,3,2, ,2, , , , , , , , ,1,4,4,1,3,2,2,1, ,1,1,1,1,2,3,3,1, , ,3, ,1,1,1,5,1,1,2,1,2,2,2,2, ,3,3, , , , , ,1, , , , , , , , ,2,1,20,3,2,1,1,1, ,1, , ,12, , ,6,4, ,1,2, ,2,2, ,1, , ,3,4,2,2,2,0, , ,1,1,1,1,1,2,2,4
2204915,2,62817,2,170628,1,0,1,1, ,3,13,1,R,3,13,,1,3, , ,2,2,2, , ,2,2,1, , , , , , , , ,4,2, ,1,2, , ,1, ,2,1,2, , ,1,2,1, ,2,2,4,1,2, ,2, , , , , , , , ,2,4,4,1,2,2,2,1, ,1,1,1,2,1,1,3,3,1, ,3, ,1,2,2,2,1,2,2,1,2,2,2,2, ,1,3, , , , , ,1, , , , , , , , ,1,1,22,3,2,1,1,1, ,1, , ,9, , ,5,3, ,1,2, ,1,2, ,2, , ,5,5,3,3,3,0, , ,2,0,1,9, ,3,3,3.896551724137931
2204919,2,70217,2,170628,6,0,5,1, ,2,18,2,S,3,21,,1,1, , ,2,2,2, , ,1,1,1, , , , , , , , ,1,4, ,2,1, , ,2, ,1,2,1, , ,1,2,2, ,1,2,1,1,1, ,1, , , , , , , , ,1,1,1,4,4,1,1,2, ,1,2,1,2,1,3,1,3,2, ,1, ,2,2,1,1,2,1,1,1,2,2,2,2, ,2,3, , , , , ,1, , , , , , , , ,8,2,63,4,2,1,1,1, ,1, , ,13, ,1,2,6, ,1,1, ,1,1,2, , , ,1,1,2,2,2,0, , ,1,1,1,9, ,2,2,2.7931034482758625
2204921,2,63017,2,170628,3,0,3,1, ,3,12,3,U,3,12,,2,2, , ,2,1,1, , ,2,2,2, , , , , , , , ,4,2, ,1,2, , ,1, ,2,1,1, , ,1,2,2, ,2,1,1,1,2, ,2, , , , , , , , ,1,4,4,1,1,2,2,1, ,2,2,1,2,1,3,1,3,2, ,2, ,1,1,2,2,1,1,2,1,2,1,1,2, ,1,2, , , , , ,1, , , , , , , , ,1,2,60,3,2,1,1,1, ,1, , ,2, ,1,5,6, ,1,2, ,1,2, ,2, , ,4,5,2,2,2,0, , ,2,0,1,9, ,3,3,5.655172413793103
2204928,2,70117,2,170628,6,1,6,2, ,1,34,5,S,1,34,,1,3, , ,2,1,1, , ,2,3,1, , , , , , , , ,4,2, ,1,1, , ,1, ,2,1,2, , ,1,2,1, ,2,1,1,1,2, , , , , , , , , , ,1,4,4,1,1,3,2,1, ,1,1,1,2,1,1,3,3,2, ,3, ,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2, , , , , ,2, , , , , , , , ,1,2,41,3,1,5,3,4,3, , ,2,12, , ,6,2, ,3,2, ,1,2, ,2, , ,1,4,4,3,3,1, , ,2,0,1,9, ,3,3,8.448275862068966
2204934,2,70617,2,170628,9,0,9,1, ,3,48,1,R,3,48,,1,3, , ,2,2,2, , ,1,2,2, , , , , , , , ,3,4, ,2,1, , ,2, ,2,1,2, , ,2,2,1, ,2,2,3,3,9,9,9, , , , , , , , ,3,3,3,3,3,2,2,2, ,2,2,1,1,1,9,1,3,1, ,3, ,9,2,1,1,2,2,1,2,2,2,2,2, ,2,1, , , , , ,1, , , , , , , , ,6,1,99,2,2,1,1,1, ,1, , ,1, ,1,2,1, ,1,3,9, ,9, , , , ,9,3,1, ,1,0, , ,2,0,1,9, ,3,3,3.620689655172414
2204959,2,62917,2,170628,2,0,2,1, ,1,34,5,S,1,34,,1,3, , ,2,2,2, , ,1,2,2, , , , , , , , ,2,4, ,1,1, , ,2, ,1,2,1, , ,1,1,1, ,2,2,5,1,1, , , , , , , , , , ,1,1,1,4,4,1,2,1, ,2,2,2,5,2,3,3,1, , ,3, ,1,2,1,1,2,2,1,1,2,1,2,2, ,2,3, , , , , ,1, , , , , , , , ,6,1,29,3,2,1,1,1, ,1, , ,13, ,2,4,1, ,3,1, ,1,1,2, , , ,2,1,2,2,2,0, , ,2,0,1,9, ,3,3,5.9655172413793105
2204966,2,70317,2,170627,8,0,8,2, ,2,17,4,U,2,17,,1,3, , ,2,2,2, , ,1,1,2, , , , , , , , ,9,9, ,2,1, , ,1, ,1,1,1, , ,2,1,1, ,1,2,5,4,1, , , , , , , , , , ,4,4,4,2,8,2,1,1, ,1,1,1,5,2,3,3,3,2, ,3, ,2,2,1,2,1,2,2,2,2,2,2,2, ,3,3, , , , , ,1, , , , , , , , ,0,1,32,2,1,1,3,3,1, , , ,2, ,1,1,1, ,3,3,1, ,1,1, , , ,4,3,1, ,1,0, , ,2,0,1,1,1,3,3,3.310344827586207
2204987,2,62817,2,170628,1,0,1,1, ,1,42,3,S,1,42,,2,2, , ,2,2,2, , ,2,2,2, , , , , , , , ,2,2, ,2,1, , ,2, ,1,1,1, , ,1,2,2, ,1,1,2,2,2, ,2, , , , , , , , ,3,2,2,2,2,3,2,2, ,2,2,1,2,4,3,1,3,2, ,3, ,1,1,2,1,2,2,1,1,2,2,2,2, ,3,3, , , , , ,2, , , , , , , , ,4,2,81,3,2,1,1,1, ,1, , ,2, ,2,2,2, ,1,2, ,2,2, ,2, , ,3,4,1, ,1,0, , ,2,0,1,9, ,3,3,4.9655172413793105
2204996,2,63017,2,170627,5,0,5,2, ,2,19,3,S,2,19,,2,4, , ,2,1,1, , ,1,1,9, , , , , , , , ,3,3, ,2,1, , ,1, ,1,1,1, , ,9,9,1, ,2,2,3,4,9,2, , , , , , , , , ,2,8,8,2,2,3,1,2, ,2,1,5,2,1,3,3,1, , ,2, ,1,2,1,1,2,2,1,1,2,2,2,1,3,3,3, , , , , ,1, , , , , , , , ,6,1,32,3,1,5,3,4,3, , ,2,2, ,2,5,2, ,3,1, ,2,1,1, , , ,4,2,1, ,1,0, , ,2,0,1,9, ,3,3,3.517241379310345
2205020,2,70917,2,170628,7,1,7,1, ,3,48,3,S,2,26,,2,1, , ,2,1,1, , ,2,9,3, , , , , , , , ,2,2, ,5,5, , ,5, ,1,2,1, , ,1,3,2, ,1,1,2,1,2, ,2, , , , , , , , ,1,3,2,2,2,3,1,1, ,1,2,2,1,3,3,1,3,2, ,1, ,5,1,2,2,1,2,1,1,2,2,2,2, ,3,3, , , , , ,2, , , , , , , , ,5,2,51,4,2,1,1,1, ,1, , ,1, ,1,6,6, ,1,2, ,2,2, ,1, , ,3,4,1, ,1,0, , ,1,1,1,9, ,2,2,3
2205022,2,62817,2,170628,1,0,1,1, ,2,39,2,S,2,39,,1,2, , ,2,2,2, , ,2,3,2, , , , , , , , ,4,2, ,1,2, , ,2, ,2,1,9, , ,1,2,1, ,1,9,4,1,2, ,2, , , , , , , , ,2,4,3,2,2,2,2,1, ,2,9,1,2,1,3,1,3,2, ,3, ,1,1,2,2,1,1,1,9,2,2,2,2, ,3,3, , , , , ,1, , , , , , , , ,3,1,67,3,2,1,1,1, ,1, , ,2, ,2,6,2, ,1,2, ,1,2, ,2, , ,2,4,1, ,1,0, , ,2,0,1,1,1,3,3,3.620689655172414
2205024,2,62817,2,170628,1,0,1,1, ,1,25,4,S,1,25,,2,2, , ,2,1,1, , ,2,2,2, , , , , , , , ,4,2, ,1,2, , ,1, ,2,2,2, , ,3,3,2, ,2,3,1,1,2, ,2, , , , , , , , ,1,4,4,1,2,2,2,1, ,1,1,1,2,1,3,3,1, , ,1, ,1,1,2,1,1,1,2,1,2,1,1,1,2,1,3, , , , , ,1, , , , , , , , ,1,1,39,6,2,1,1,1, ,1, , ,9, , ,6,8, ,1,2, ,1,2, ,2, , ,5,5,2,2,2,0, , ,2,0,1,9, ,3,3,2.620689655172414
2205042,2,62817,2,170628,1,0,1,1, ,3,51,1,S,3,51,,2,1, , ,2,2,2, , ,2,1,2, , , , , , , , ,4,2, ,1,2, , ,1, ,2,1,2, , ,3,2,2, ,2,2,1,1,2, ,2, , , , , , , , ,1,4,4,1,2,3,2,1, ,1,1,1,2,1,3,3,1, , ,3, ,1,1,2,2,1,1,2,1,2,1,2,2, ,3,3, , , , , ,1, , , , , , , , ,1,2,39,8,2,2,2,2, ,1, , ,1, ,2,2,7, ,1,2, ,1,2, ,1, , ,3,4,3,2,2,1, , ,2,0,1,9, ,3,3,3.7931034482758625
2205052,2,70617,2,170628,8,1,8,2, ,3,12,4,S,3,12,,1,3, , ,2,2,2, , ,1,2,3, , , , , , , , ,3,3, ,2,1, , ,1, ,1,1,2, , ,1,1,2, ,2,1,4,3,2, ,2, , , , , , , , ,3,2,5,2,2,3,2,1, ,1,1,1,2,1,3,3,1, , ,2, ,1,2,2,1,1,2,1,1,2,2,2,2, ,3,3, , , , , ,2, , , , , , , , ,2,1,38,5,1,5,3,3,2, , , ,12, , ,5,5, ,1,2, ,2,2, ,1, , ,2,4,5,3,3,2, , ,1,1,1,9, ,2,2,3.5862068965517246
2205056,2,62817,2,170628,1,0,1,1, ,3,13,1,R,3,13,,2,2, , ,2,2,2, , ,2,2,2, , , , , , , , ,4,1, ,1,2, , ,1, ,1,5,2, , ,1,2,2, ,2,1,1,1,2, ,2, , , , , , , , ,1,4,4,1,1,2,2,1, ,1,1,1,2,1,3,1,3,2, ,1, ,1,2,2,5,1,1,2,1,1,1,2,1,2,1,2, , , , , ,1, , , , , , , , ,1,2,54,4,2,1,1,1, ,1, , ,1, ,1,4,7, ,1,4,2, ,2, ,1, , ,4,9,6,3,3,3, , ,1,1,1,9, ,2,2,4.655172413793104
2205067,2,62817,2,170628,1,0,1,1, ,3,51,3,S,3,51,,1,1, , ,2,1,1, , ,1,2,2, , , , , , , , ,1,4, ,2,5, , ,2, ,1,2,2, , ,3,2,1, ,1,2,1,1,1, ,1, , , , , , , , ,3,1,2,4,4,3,1,1, ,1,1,2,1,1,3,3,1, , ,3, ,1,2,1,1,2,2,2,1,1,2,1,2, ,2,3, , , , , ,2, , , , , , , , ,8,1,43,4,2,1,1,1, ,1, , ,10, , ,6,6, ,1,3,1, ,1,2, , , ,3,3,2,1,1,1, , ,2,0,1,9, ,3,3,4.482758620689656
2205068,2,70117,2,170628,3,1,3,1, ,3,12,3,U,3,12,,1,2, , ,2,1,1, , ,2,1,2, , , , , , , , ,2,4, ,2,9, , ,9, ,1,2,2, , ,3,3,2, ,1,9,1,1,9,1,1, , , , , , , , ,1,2,1,4,4,9,1,5, ,1,9,9,1,2,3,3,1, , ,1, ,1,1,1,1,9,9,1,9,2,1,2,2, ,2,3, , , , , ,2, , , , , , , , ,8,1,99,8,2,2,2,2, ,1, , ,12, , ,5,10, ,1,1, ,9,1,2, , , ,2,1,2,2,2,0, , ,2,0,1,9, ,3,3,2.5172413793103448
2205080,2,62817,2,170628,1,0,1,1, ,3,12,2,S,3,12,,2,2, , ,2,2,2, , ,2,2,2, , , , , , , , ,2,2, ,2,2, , ,2, ,1,2,2, , ,1,1,1, ,1,2,1,2,1, ,1, , , , , , , , ,2,1,2,3,3,3,2,1, ,2,2,2,2,2,3,3,1, , ,3, ,1,2,1,2,1,2,1,1,2,2,2,2, ,3,3, , , , , ,1, , , , , , , , ,4,2,54,3,2,1,1,1, ,1, , ,2, ,1,3,4, ,1,1, ,2,1,1, , , ,2,1,3,2,2,1, , ,2,0,1,9, ,3,3,6.620689655172414
2205091,2,62817,2,170628,1,0,1,1, ,1,42,3,S,1,42,,2,4, , ,2,2,2, , ,1,1,1, , , , , , , , ,2,4, ,2,1, , ,1, ,1,1,2, , ,1,1,1, ,2,1,1,1,1, ,1, , , , , , , , ,1,1,1,4,4,1,1,2, ,2,2,1,2,2,3,3,1, , ,1, ,1,2,2,1,1,1,2,1,1,2,1,2, ,3,3, , , , , ,1, , , , , , , , ,6,2,62,4,2,1,1,1, ,1, , ,13, ,1,1,6, ,1,3,1, ,1,2, , , ,1,3,2,2,2,0, , ,1,1,1,9, ,2,2,3.758620689655173
2205100,2,62917,2,170628,2,0,2,1, ,3,37,2,S,3,37,,2,2, , ,2,2,2, , ,9,3,2, , , , , , , , ,4,3, ,2,2, , ,1, ,2,1,1, , ,1,9,2, ,9,2,1,1,2, ,2, , , , , , , , ,1,4,4,2,2,3,2,1, ,2,1,2,2,1,3,1,3,2, ,3, ,1,1,2,2,1,2,1,1,1,1,2,1,2,3,3, , , , , ,2, , , , , , , , ,3,2,60,3,2,2,2,2, ,1, , ,1, ,1,1,5, ,1,2, ,1,2, ,1, , ,4,5,3,3,3,0, , ,2,0,1,9, ,3,3,5.275862068965518
2205107,2,62917,2,170628,2,0,2,1, ,3,45,2,S,3,45,,2,2, , ,2,2,2, , ,2,3,1, , , , , , , , ,3,3, ,5,5, , ,1, ,2,2,2, , ,1,1,2, ,1,1,2,1,2, ,2, , , , , , , , ,3,4,9,2,4,2,2,2, ,1,1,1,2,2,3,3,1, , ,1, ,2,1,2,2,1,2,2,1,2,2,2,2, ,3,3, , , , , ,2, , , , , , , , ,5,1,35,5,2,2,2,2, ,1, , ,12, , ,6,8, ,1,3,9, ,9, , , , ,3,3,4,2,2,2, , ,2,0,1,9, ,3,3,4.103448275862069
2205122,2,62917,2,170628,2,0,2,1, ,1,36,3,S,1,36,,2,1, , ,2,1,1, , ,2,2,2, , , , , , , , ,4,2, ,1,9, , ,1, ,2,1,1, , ,1,2,1, ,9,1,1,1,2, ,2, , , , , , , , ,1,4,3,1,2,3,2,1, ,2,1,1,1,1,3,2,2, ,2,3, ,1,1,2,2,1,2,9,1,2,1,1,2, ,3,3, , , , , ,1, , , , , , , , ,2,2,62,3,2,1,1,1, ,1, , ,2, ,2,4,3, ,1,2, ,1,2, ,1, , ,3,4,2,2,2,0, , ,1,1,1,9, ,2,2,6.06896551724138
2205144,2,70917,2,170628,7,1,7,1, ,2,18,1,R,2,18,,2,2, , ,2,1,1, , ,2,2,3, , , , , , , , ,4,2, ,2,1, , ,1, ,2,1,2, , ,1,2,1, ,1,9,1,2,2, ,2, , , , , , , , ,2,4,4,2,2,2,2,1, ,1,1,1,1,2,3,3,1, , ,1, ,1,1,1,2,1,2,2,2,2,2,2,2, ,3,3, , , , , ,2, , , , , , , , ,2,1,25,4,2,1,1,1, ,1, , ,12, , ,5,7, ,1,2, ,2,2, ,1, , ,3,4,3,2,2,1, , ,2,0,1,9, ,3,3,4.724137931034483
2205147,2,62917,2,170628,2,0,2,1, ,1,9,2,R,1,9,,2,9, , ,2,2,2, , ,2,9,2, , , , , , , , ,3,4, ,9,1, , ,1, ,1,2,1, , ,3,2,2, ,1,2,2,1,9,9,9, , , , , , , , ,1,3,2,3,3,3,2,2, ,2,1,2,1,2,3,3,1, , ,1, ,1,1,2,2,1,1,2,2,2,2,2,2, ,3,3, , , , , ,2, , , , , , , , ,6,1,50,8,2,1,1,1, ,2, ,1,1, ,1,1,5, ,1,1, ,1,1,2, , , ,2,1,1, ,1,0, , ,2,0,1,9, ,3,3,2.586206896551724
2205176,2,62817,2,170628,1,0,1,1, ,3,37,4,S,3,45,,2,1, , ,2,1,1, , ,2,2,2, , , , , , , , ,2,4, ,2,1, , ,5, ,1,2,1, , ,3,2,2, ,1,1,1,1,1, ,1, , , , , , , , ,1,2,2,4,4,1,1,2, ,2,2,2,1,3,3,3,1, , ,3, ,2,2,1,1,2,2,2,1,2,2,2,2, ,3,3, , , , , ,2, , , , , , , , ,8,1,58,5,2,1,1,1, ,1, , ,1, ,2,2,8, ,1,3,1, ,1,1, , , ,1,3,2,2,2,0, , ,1,1,1,9, ,2,2,2.2758620689655173
2205179,2,70617,2,170628,4,1,4,1, ,3,45,1,R,3,45,,2,1, , ,2,2,2, , ,2,2,2, , , , , , , , ,4,4, ,2,2, , ,2, ,2,1,1, , ,1,2,2, ,1,2,3,1,2, ,2, , , , , , , , ,1,8,1,4,4,2,9,2, ,2,2,5,9,1,3,1,3,2, ,3, ,1,2,2,2,2,2,1,1,2,2,2,2, ,3,3, , , , , ,2, , , , , , , , ,4,1,67,2,2,5,4,5, ,1, , ,1, ,1,2,1, ,1,2, ,1,2, ,2, , ,2,4,1, ,1,0, , ,2,0,1,1,1,3,3,4.310344827586207
2205186,2,70117,2,170628,4,0,4,1, ,1,36,3,U,1,36,,2,4, , ,2,2,2, , ,2,2,3, , , , , , , , ,3,2, ,2,2, , ,2, ,2,2,1, , ,2,1,2, ,2,2,4,2,2, , , , , , , , , , ,3,2,5,2,2,3,2,2, ,2,2,2,2,2,3,1,3,2, ,3, ,2,2,2,1,2,1,2,1,2,2,2,2, ,3,3, , , , , ,1, , , , , , , , ,4,1,63,8,2,1,1,1, ,1, , ,5, , ,4,8, ,2,2, ,2,2, ,1, , ,5,5,1, ,1,0, , ,2,0,1,1,1,3,3,2.1724137931034484
2205230,2,62817,2,170628,1,0,1,1, ,3,51,4,S,3,51,,1,2, , ,2,2,2, , ,2,1,1, , , , , , , , ,4,1, ,1,2, , ,1, ,2,2,1, , ,1,2,1, ,2,1,1,1,2, ,2, , , , , , , , ,1,4,3,1,1,2,2,1, ,1,1,1,2,1,3,4,3,2, ,3, ,1,5,2,1,1,1,2,1,2,1,2,2, ,1,2, , , , , ,1, , , , , , , , ,1,2,47,5,2,1,1,1, ,1, , ,13, ,2,3,2, ,1,2, ,1,2, ,2, , ,5,5,5,2,2,3, , ,1,1,1,1,1,2,2,4.103448275862069
2205253,2,62917,2,170628,2,0,2,1, ,3,1,3,S,3,13,,2,2, , ,2,2,2, , ,2,2,2, , , , , , , , ,2,4, ,2,1, , ,1, ,1,1,1, , ,3,2,2, ,1,1,1,1,1, ,1, , , , , , , , ,1,1,1,4,4,3,1,1, ,1,2,1,2,2,3,3,1, , ,1, ,2,1,1,1,1,2,2,1,1,1,1,2, ,2,3, , , , , ,2, , , , , , , , ,8,1,61,8,2,1,1,1, ,1, , ,2, ,2,2,8, ,1,3,1, ,1,1, , , ,1,3,5,5,3,0, , ,2,0,1,1,1,3,3,1.6551724137931034
2205268,2,62817,2,170628,1,0,1,1, ,2,26,4,S,2,26,,2,2, , ,2,1,1, , ,1,2,3, , , , , , , , ,2,3, ,1,2, , ,1, ,1,2,2, , ,1,2,2, ,1,1,1,2,1, ,1, , , , , , , , ,1,2,1,2,3,1,1,2, ,2,1,2,2,2,3,3,1, , ,1, ,1,1,2,2,1,1,1,2,1,1,1,1,1,2,3, , , , , ,1, , , , , , , , ,4,1,46,8,2,1,1,1, ,1, , ,4, ,2,2,8, ,1,1, ,2,1,1, , , ,1,1,2,2,2,0, , ,2,0,1,9, ,3,3,2
2205294,2,70217,2,170628,4,1,4,1, ,1,36,3,S,1,36,,1,3, , ,2,2,2, , ,2,2,1, , , , , , , , ,3,3, ,1,2, , ,1, ,2,1,2, , ,3,1,1, ,1,2,2,2,2, ,2, , , , , , , , ,3,4,4,2,4,2,2,1, ,1,1,2,2,1,3,3,1, , ,2, ,1,2,2,2,1,1,1,1,2,1,1,1,3,1,3, , , , , ,1, , , , , , , , ,1,2,34,6,2,1,1,1, ,1, , ,99,2, ,3,6, ,1,4,2, ,2, ,1, , ,3,9,2,2,2,0, , ,2,0,1,9, ,3,3,4.344827586206897
2205307,2,63017,2,170628,2,0,2,1, ,3,13,4,S,1,36,,2,2, , ,2,2,2, , ,2,1,1, , , , , , , , ,4,1, ,1,5, , ,1, ,2,1,1, , ,1,2,2, ,2,1,1,1,2, ,2, , , , , , , , ,1,4,4,1,2,2,2,1, ,1,1,1,2,1,3,1,3,2, ,1, ,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2, , , , , ,1, , , , , , , , ,1,1,70,8,2,1,1,1, ,1, , ,2, ,2,4,9,1,1,2, ,1,2, ,2, , ,4,5,2,2,2,0, , ,2,0,1,9, ,3,3,1.2413793103448276
2205317,2,62917,2,170628,2,0,2,1, ,1,34,4,U,1,34,,1,4, , ,2,2,2, , ,2,3,2, , , , , , , , ,4,2, ,1,2, , ,1, ,1,5,5, , ,1,2,1, ,2,1,1,1,2, ,2, , , , , , , , ,1,4,4,2,2,3,2,1, ,1,1,1,2,2,3,1,3,2, ,1, ,2,1,2,2,1,1,2,1,2,1,1,2, ,1,3, , , , , ,2, , , , , , , , ,2,2,82,6,2,1,1,1, ,1, , ,5, , ,4,7, ,1,2, ,1,2, ,1, , ,4,5,2,2,2,0, , ,1,1,1,9, ,2,2,1.3448275862068968
2205330,2,62817,2,170628,1,0,1,1, ,1,36,3,S,1,36,,1,2, , ,2,1,1, , ,2,2,2, , , , , , , , ,4,1, ,1,2, , ,1, ,2,1,2, , ,3,1,2, ,2,1,1,1,2, ,2, , , , , , , , ,1,4,4,1,1,2,2,1, ,1,1,1,2,1,3,3,3,1, ,3, ,1,1,2,1,1,1,2,1,2,2,1,2, ,1,2, , , , , ,2, , , , , , , , ,1,1,61,6,2,2,2,2, ,1, , ,2, ,2,3,2, ,1,2, ,1,2, ,2, , ,5,5,1, ,1,0, , ,1,1,1,9, ,2,2,1.206896551724138
2205334,2,62817,2,170628,1,0,1,1, ,2,39,4,S,2,39,,2,2, , ,2,1,1, , ,2,2,2, , , , , , , , ,3,4, ,2,1, , ,2, ,1,2,1, , ,3,1,1, ,1,2,2,3,1, ,1, , , , , , , , ,1,2,2,4,4,3,1,2, ,2,2,2,1,3,3,3,1, , ,1, ,1,2,1,1,2,2,2,2,2,1,1,2, ,3,3, , , , , ,2, , , , , , , , ,8,1,60,8,2,1,1,1, ,1, , ,2, ,2,1,7, ,1,3,1, ,1,2, , , ,1,3,2,2,2,0, , ,1,1,1,9, ,2,2,1.310344827586207
2205346,2,70117,2,170628,3,1,3,1, ,3,12,4,U,3,12,,2,2, , ,2,1,1, , ,1,1,1, , , , , , , , ,1,4, ,2,1, , ,1, ,1,2,1, , ,1,1,1, ,1,1,1,1,1, , , , , , , , , , ,1,1,1,2,4,1,2,1, ,1,2,1,2,3,3,3,1, , ,2, ,2,1,1,2,1,1,2,1,1,1,1,1,1,2,3, , , , , ,1, , , , , , , , ,5,1,26,6,1,5,3,3,1, , , ,1, ,1,4,8, ,3,3,1, ,1,1, , , ,3,3,2,2,2,0, , ,2,0,1,9, ,3,3,2.241379310344828
2205358,2,62917,2,170628,2,0,2,1, ,1,34,4,S,1,34,,2,4, , ,2,2,2, , ,2,2,2, , , , , , , , ,4,2, ,2,1, , ,1, ,1,1,2, , ,1,2,2, ,1,1,2,1,2, ,2, , , , , , , , ,2,4,3,2,2,2,2,1, ,1,1,1,2,2,3,1,2, ,2,1, ,1,1,2,1,1,1,2,1,2,2,1,2, ,3,2, , , , , ,1, , , , , , , , ,2,2,66,4,1,5,3,4,3, , ,1,12, , ,4,5, ,1,3,2, ,2, ,2, , ,4,3,1, ,1,0, , ,2,0,1,9, ,3,3,2.6551724137931036
2205366,2,62817,2,170628,1,0,1,1, ,3,51,5,S,3,51,,2,2, , ,2,2,2, , ,1,1,3, , , , , , , , ,1,4, ,2,1, , ,5, ,1,2,1, , ,3,2,2, ,1,1,1,1,1, ,1, , , , , , , , ,1,1,1,4,4,1,1,1, ,1,2,1,1,4,3,3,1, , ,1, ,2,2,1,1,2,1,2,1,2,2,1,2, ,3,1, , , , , ,1, , , , , , , , ,8,1,60,6,2,1,1,1, ,1, , ,1, ,2,3,9,2,1,1, ,1,1,1, , , ,2,1,2,2,2,0, , ,1,1,1,9, ,2,2,1.5862068965517244
2205387,2,62817,2,170628,1,0,1,1, ,3,12,4,U,3,12,,2,2, , ,2,1,1, , ,2,1,2, , , , , , , , ,3,2, ,2,1, , ,1, ,1,1,1, , ,2,2,2, ,1,1,2,1,2, ,2, , , , , , , , ,1,3,3,2,2,2,2,1, ,2,1,1,2,2,3,3,1, , ,3, ,2,1,1,1,1,1,2,1,2,2,2,1,3,3,3, , , , , ,1, , , , , , , , ,2,1,54,4,1,2,3,4,3, , ,1,1, ,1,3,4, ,1,2, ,2,2, ,2, , ,3,4,2,2,2,0, , ,2,0,1,1,1,3,3,3.758620689655173
2205392,2,62817,2,170628,1,0,1,1, ,3,12,2,S,3,12,,2,3, , ,2,2,2, , ,2,1,3, , , , , , , , ,4,4, ,1,2, , ,1, ,1,2,1, , ,3,1,2, ,1,1,2,2,2, ,2, , , , , , , , ,2,2,5,3,3,3,2,2, ,2,5,2,2,3,3,1,3,2, ,1, ,1,1,1,2,1,2,2,1,2,2,1,2, ,3,1, , , , , ,2, , , , , , , , ,5,1,76,4,2,1,1,1, ,1, , ,1, ,2,5,5, ,1,3,1, ,1,1, , , ,2,3,1, ,1,0, , ,1,1,1,9, ,2,2,1.2758620689655173
2205398,2,70217,2,170628,5,0,5,1, ,2,26,2,R,2,26,,1,2, , ,2,2,2, , ,1,1,1, , , , , , , , ,3,2, ,1,2, , ,1, ,1,2,2, , ,1,1,1, ,1,3,2,3,2, , , , , , , , , , ,2,3,4,1,2,2,2,1, ,2,2,1,2,1,3,3,1, , ,1, ,1,1,2,1,1,1,2,1,2,1,2,2, ,3,3, , , , , ,2, , , , , , , , ,2,2,52,3,2,1,1,1, ,1, , ,1, ,1,3,7, ,3,2, ,2,2, ,1, , ,3,4,2,2,2,0, , ,2,0,1,9, ,3,3,6.689655172413794
2205401,2,70217,2,170628,4,1,4,1, ,2,39,3,S,2,39,,2,2, , ,2,2,2, , ,2,2,2, , , , , , , , ,4,4, ,1,2, , ,1, ,2,2,1, , ,1,9,1, ,1,1,1,1,9,9,9, , , , , , , , ,1,2,3,4,4,3,2,5, ,1,2,1,2,1,1,3,3,2, ,3, ,1,1,2,1,9,1,2,1,2,1,2,2, ,3,3, , , , , ,2, , , , , , , , ,4,1,43,3,2,1,1,1, ,1, , ,2, ,1,5,1, ,1,3,1, ,1,2, , , ,3,3,4,2,2,2, , ,1,1,1,9, ,2,2,4.862068965517241
2205412,2,62917,2,170628,2,0,2,1, ,3,21,4,U,3,21,,2,1, , ,2,2,2, , ,9,9,2, , , , , , , , ,2,4, ,2,1, , ,2, ,1,2,2, , ,3,1,2, ,1,1,1,1,1, ,1, , , , , , , , ,1,2,1,4,4,3,1,2, ,2,5,5,1,3,3,2,3,2, ,9, ,5,5,1,5,2,2,1,2,2,1,1,2, ,2,1, , , , , ,1, , , , , , , , ,8,1,63,8,9,9,9,9, ,1, , ,1, ,2,2,10, ,1,3,1, ,1,2, , , ,2,3,1, ,1,0, , ,1,1,1,9, ,2,2,1
